mode_id,target_slot,target_name,mre_mm,reference_mre_mm,delta_mre_mm
Random_Drop_25,55,subclavian_artery_left,21.12,20.52,0.6
Random_Drop_25,56,common_carotid_artery_right,21.64,20.91,0.73
Random_Drop_25,57,common_carotid_artery_left,20.95,20.35,0.6
Random_Drop_25,59,brachiocephalic_vein_right,19.29,18.43,0.87
Random_Drop_25,60,atrial_appendage_left,24.05,23.52,0.53
Random_Drop_25,61,superior_vena_cava,20.04,19.31,0.73
Random_Drop_25,62,inferior_vena_cava,22.79,22.53,0.26
Random_Drop_25,63,portal_vein_and_splenic_vein,28.79,28.19,0.59
Random_Drop_25,64,iliac_artery_left,22.26,22.65,-0.39
Random_Drop_25,65,iliac_artery_right,20.83,21.15,-0.31
Random_Drop_25,66,iliac_vena_left,21.24,21.4,-0.16
Random_Drop_25,67,iliac_vena_right,19.43,19.85,-0.43
Random_Drop_25,68,humerus_left,32.2,32.43,-0.23
Random_Drop_25,69,humerus_right,31.63,31.36,0.27
Random_Drop_25,70,scapula_left,21.39,21.06,0.33
Random_Drop_25,71,scapula_right,20.76,20.06,0.7
Random_Drop_25,72,clavicula_left,24.43,23.77,0.66
Random_Drop_25,73,clavicula_right,24.6,23.88,0.72
Random_Drop_25,74,femur_left,25.27,24.72,0.55
Random_Drop_25,75,femur_right,24.02,23.83,0.19
Random_Drop_25,76,hip_left,21.01,21.03,-0.02
Random_Drop_25,77,hip_right,20.13,20.33,-0.2
Random_Drop_25,78,spinal_cord,19.68,19.72,-0.04
Random_Drop_25,79,gluteus_maximus_left,23.95,23.7,0.24
Random_Drop_25,80,gluteus_maximus_right,22.88,22.52,0.36
Random_Drop_25,81,gluteus_medius_left,24.53,24.32,0.21
Random_Drop_25,82,gluteus_medius_right,22.43,22.66,-0.23
Random_Drop_25,83,gluteus_minimus_left,23.57,23.38,0.19
Random_Drop_25,84,gluteus_minimus_right,21.45,21.8,-0.35
Random_Drop_25,85,autochthon_left,19.06,18.89,0.17
Random_Drop_25,86,autochthon_right,19.41,19.35,0.06
Random_Drop_25,87,iliopsoas_left,21.9,22.62,-0.72
Random_Drop_25,88,iliopsoas_right,20.83,21.77,-0.94
Random_Drop_25,89,brain,42.07,43.22,-1.16
Random_Drop_25,90,skull,65.9,64.43,1.47
Random_Drop_25,91,rib_left_1,19.56,19.15,0.41
Random_Drop_25,92,rib_left_2,21.92,21.45,0.47
Random_Drop_25,95,rib_left_5,24.18,23.84,0.34
Random_Drop_25,96,rib_left_6,23.39,23.01,0.37
Random_Drop_25,97,rib_left_7,23.81,23.63,0.17
Random_Drop_25,98,rib_left_8,23.74,23.51,0.22
Random_Drop_25,99,rib_left_9,23.33,23.2,0.14
Random_Drop_25,100,rib_left_10,23.86,23.39,0.47
Random_Drop_25,101,rib_left_11,23.46,23.18,0.28
Random_Drop_25,102,rib_left_12,23.28,23.27,0.0
Random_Drop_25,103,rib_right_1,19.16,18.08,1.08
Random_Drop_25,104,rib_right_2,20.19,19.15,1.04
Random_Drop_25,105,rib_right_3,21.78,20.74,1.04
Random_Drop_25,106,rib_right_4,23.89,23.46,0.43
Random_Drop_25,107,rib_right_5,22.22,22.09,0.13
Random_Drop_25,108,rib_right_6,22.79,22.45,0.34
Random_Drop_25,109,rib_right_7,24.36,24.33,0.03
Random_Drop_25,110,rib_right_8,24.57,24.74,-0.16
Random_Drop_25,111,rib_right_9,23.24,23.87,-0.63
Random_Drop_25,112,rib_right_10,23.86,23.79,0.07
Random_Drop_25,113,rib_right_11,22.55,22.67,-0.13
Random_Drop_25,114,rib_right_12,22.65,23.23,-0.58
Random_Drop_25,115,sternum,18.27,17.9,0.37
Random_Drop_25,116,costal_cartilages,19.51,19.45,0.06
Random_Drop_50,0,spleen,28.75,28.04,0.71
Random_Drop_50,1,kidney_right,30.21,28.88,1.33
Random_Drop_50,2,kidney_left,28.29,27.69,0.6
Random_Drop_50,3,gallbladder,37.76,36.85,0.9
Random_Drop_50,4,liver,30.0,28.76,1.24
Random_Drop_50,5,stomach,31.54,30.5,1.04
Random_Drop_50,6,pancreas,28.04,26.77,1.27
Random_Drop_50,7,adrenal_gland_right,24.98,23.9,1.09
Random_Drop_50,8,adrenal_gland_left,25.0,24.1,0.9
Random_Drop_50,9,lung_upper_lobe_left,21.09,20.9,0.19
Random_Drop_50,10,lung_lower_lobe_left,24.49,24.12,0.38
Random_Drop_50,11,lung_upper_lobe_right,24.19,23.95,0.25
Random_Drop_50,12,lung_middle_lobe_right,23.54,23.38,0.16
Random_Drop_50,13,lung_lower_lobe_right,25.49,24.86,0.63
Random_Drop_50,14,esophagus,19.59,19.21,0.38
Random_Drop_50,15,trachea,20.17,19.58,0.59
Random_Drop_50,16,thyroid_gland,21.68,21.13,0.56
Random_Drop_50,17,small_bowel,32.62,32.47,0.15
Random_Drop_50,18,duodenum,29.27,28.35,0.93
Random_Drop_50,19,colon,34.76,34.28,0.48
Random_Drop_50,20,urinary_bladder,24.91,25.99,-1.08
Random_Drop_50,25,vertebrae_S1,21.77,22.09,-0.32
Random_Drop_50,26,vertebrae_L5,21.87,21.77,0.1
Random_Drop_50,27,vertebrae_L4,21.94,21.7,0.24
Random_Drop_50,28,vertebrae_L3,23.38,23.77,-0.39
Random_Drop_50,29,vertebrae_L2,22.79,22.32,0.47
Random_Drop_50,30,vertebrae_L1,21.94,21.46,0.49
Random_Drop_50,31,vertebrae_T12,21.51,20.36,1.15
Random_Drop_50,32,vertebrae_T11,21.55,20.4,1.15
Random_Drop_50,33,vertebrae_T10,20.61,19.76,0.85
Random_Drop_50,34,vertebrae_T9,20.14,19.73,0.4
Random_Drop_50,35,vertebrae_T8,20.07,19.79,0.28
Random_Drop_50,36,vertebrae_T7,19.17,18.79,0.38
Random_Drop_50,37,vertebrae_T6,18.28,18.35,-0.07
Random_Drop_50,38,vertebrae_T5,17.95,17.71,0.24
Random_Drop_50,39,vertebrae_T4,18.7,18.01,0.69
Random_Drop_50,40,vertebrae_T3,18.53,18.01,0.52
Random_Drop_50,41,vertebrae_T2,18.49,17.89,0.6
Random_Drop_50,42,vertebrae_T1,18.58,17.68,0.9
Random_Drop_50,43,vertebrae_C7,19.48,18.83,0.64
Random_Drop_50,44,vertebrae_C6,20.89,19.74,1.15
Random_Drop_50,51,aorta,18.69,18.45,0.24
Random_Drop_50,52,pulmonary_vein,22.48,22.09,0.39
Random_Drop_50,53,brachiocephalic_trunk,20.12,19.3,0.82
Random_Drop_50,54,subclavian_artery_right,20.19,19.65,0.54
Random_Drop_50,55,subclavian_artery_left,20.89,20.52,0.38
Random_Drop_50,56,common_carotid_artery_right,21.59,20.91,0.68
Random_Drop_50,57,common_carotid_artery_left,20.99,20.35,0.64
Random_Drop_50,59,brachiocephalic_vein_right,18.9,18.43,0.47
Random_Drop_50,60,atrial_appendage_left,23.86,23.52,0.34
Random_Drop_50,61,superior_vena_cava,19.94,19.31,0.63
Random_Drop_50,62,inferior_vena_cava,22.27,22.53,-0.26
Random_Drop_50,63,portal_vein_and_splenic_vein,29.03,28.19,0.84
Random_Drop_50,64,iliac_artery_left,22.21,22.65,-0.45
Random_Drop_50,65,iliac_artery_right,20.54,21.15,-0.61
Random_Drop_50,66,iliac_vena_left,20.64,21.4,-0.76
Random_Drop_50,67,iliac_vena_right,19.26,19.85,-0.59
Random_Drop_50,68,humerus_left,32.23,32.43,-0.2
Random_Drop_50,69,humerus_right,31.43,31.36,0.07
Random_Drop_50,70,scapula_left,19.84,21.06,-1.22
Random_Drop_50,71,scapula_right,20.29,20.06,0.23
Random_Drop_50,72,clavicula_left,24.29,23.77,0.52
Random_Drop_50,73,clavicula_right,24.82,23.88,0.94
Random_Drop_50,74,femur_left,25.2,24.72,0.49
Random_Drop_50,75,femur_right,24.18,23.83,0.35
Random_Drop_50,76,hip_left,20.4,21.03,-0.63
Random_Drop_50,77,hip_right,19.8,20.33,-0.53
Random_Drop_50,78,spinal_cord,20.17,19.72,0.45
Random_Drop_50,79,gluteus_maximus_left,23.24,23.7,-0.46
Random_Drop_50,80,gluteus_maximus_right,22.44,22.52,-0.08
Random_Drop_50,81,gluteus_medius_left,23.7,24.32,-0.62
Random_Drop_50,82,gluteus_medius_right,22.16,22.66,-0.5
Random_Drop_50,83,gluteus_minimus_left,22.54,23.38,-0.84
Random_Drop_50,84,gluteus_minimus_right,21.09,21.8,-0.71
Random_Drop_50,85,autochthon_left,18.87,18.89,-0.02
Random_Drop_50,86,autochthon_right,19.26,19.35,-0.09
Random_Drop_50,87,iliopsoas_left,22.08,22.62,-0.53
Random_Drop_50,88,iliopsoas_right,21.42,21.77,-0.35
Random_Drop_50,89,brain,43.79,43.22,0.56
Random_Drop_50,90,skull,65.95,64.43,1.52
Random_Drop_50,91,rib_left_1,19.36,19.15,0.21
Random_Drop_50,92,rib_left_2,21.77,21.45,0.32
Random_Drop_50,95,rib_left_5,24.15,23.84,0.31
Random_Drop_50,96,rib_left_6,23.55,23.01,0.54
Random_Drop_50,97,rib_left_7,24.73,23.63,1.1
Random_Drop_50,98,rib_left_8,24.69,23.51,1.18
Random_Drop_50,99,rib_left_9,24.39,23.2,1.19
Random_Drop_50,100,rib_left_10,24.43,23.39,1.03
Random_Drop_50,101,rib_left_11,24.13,23.18,0.96
Random_Drop_50,102,rib_left_12,23.9,23.27,0.62
Random_Drop_50,103,rib_right_1,18.8,18.08,0.73
Random_Drop_50,104,rib_right_2,19.54,19.15,0.39
Random_Drop_50,105,rib_right_3,21.42,20.74,0.68
Random_Drop_50,106,rib_right_4,24.15,23.46,0.69
Random_Drop_50,107,rib_right_5,23.01,22.09,0.92
Random_Drop_50,108,rib_right_6,23.53,22.45,1.08
Random_Drop_50,109,rib_right_7,25.53,24.33,1.2
Random_Drop_50,110,rib_right_8,26.25,24.74,1.51
Random_Drop_50,111,rib_right_9,25.09,23.87,1.23
Random_Drop_50,112,rib_right_10,24.7,23.79,0.91
Random_Drop_50,113,rib_right_11,23.66,22.67,0.99
Random_Drop_50,114,rib_right_12,23.36,23.23,0.12
Random_Drop_50,115,sternum,18.67,17.9,0.77
Random_Drop_50,116,costal_cartilages,20.35,19.45,0.89
Random_Drop_75,0,spleen,28.55,28.04,0.51
Random_Drop_75,1,kidney_right,30.08,28.88,1.2
Random_Drop_75,2,kidney_left,28.35,27.69,0.66
Random_Drop_75,3,gallbladder,37.06,36.85,0.21
Random_Drop_75,4,liver,29.52,28.76,0.76
Random_Drop_75,5,stomach,31.38,30.5,0.88
Random_Drop_75,6,pancreas,27.7,26.77,0.93
Random_Drop_75,7,adrenal_gland_right,24.89,23.9,0.99
Random_Drop_75,8,adrenal_gland_left,25.12,24.1,1.02
Random_Drop_75,9,lung_upper_lobe_left,21.55,20.9,0.66
Random_Drop_75,10,lung_lower_lobe_left,24.91,24.12,0.8
Random_Drop_75,11,lung_upper_lobe_right,24.8,23.95,0.86
Random_Drop_75,12,lung_middle_lobe_right,24.19,23.38,0.81
Random_Drop_75,13,lung_lower_lobe_right,25.56,24.86,0.7
Random_Drop_75,14,esophagus,20.28,19.21,1.07
Random_Drop_75,15,trachea,21.21,19.58,1.63
Random_Drop_75,16,thyroid_gland,22.29,21.13,1.16
Random_Drop_75,17,small_bowel,32.74,32.47,0.27
Random_Drop_75,18,duodenum,29.13,28.35,0.79
Random_Drop_75,19,colon,34.17,34.28,-0.11
Random_Drop_75,20,urinary_bladder,25.39,25.99,-0.6
Random_Drop_75,25,vertebrae_S1,21.76,22.09,-0.33
Random_Drop_75,26,vertebrae_L5,22.01,21.77,0.24
Random_Drop_75,27,vertebrae_L4,22.08,21.7,0.39
Random_Drop_75,28,vertebrae_L3,23.2,23.77,-0.58
Random_Drop_75,29,vertebrae_L2,22.8,22.32,0.49
Random_Drop_75,30,vertebrae_L1,21.91,21.46,0.46
Random_Drop_75,31,vertebrae_T12,21.41,20.36,1.05
Random_Drop_75,32,vertebrae_T11,21.59,20.4,1.2
Random_Drop_75,33,vertebrae_T10,21.0,19.76,1.24
Random_Drop_75,34,vertebrae_T9,20.88,19.73,1.15
Random_Drop_75,35,vertebrae_T8,20.61,19.79,0.81
Random_Drop_75,36,vertebrae_T7,19.78,18.79,0.99
Random_Drop_75,37,vertebrae_T6,18.68,18.35,0.33
Random_Drop_75,38,vertebrae_T5,18.74,17.71,1.03
Random_Drop_75,39,vertebrae_T4,19.06,18.01,1.05
Random_Drop_75,40,vertebrae_T3,18.88,18.01,0.87
Random_Drop_75,41,vertebrae_T2,19.18,17.89,1.29
Random_Drop_75,42,vertebrae_T1,18.98,17.68,1.3
Random_Drop_75,43,vertebrae_C7,19.82,18.83,0.99
Random_Drop_75,44,vertebrae_C6,21.27,19.74,1.53
Random_Drop_75,51,aorta,18.8,18.45,0.35
Random_Drop_75,52,pulmonary_vein,23.42,22.09,1.33
Random_Drop_75,53,brachiocephalic_trunk,20.38,19.3,1.08
Random_Drop_75,54,subclavian_artery_right,20.79,19.65,1.14
Random_Drop_75,55,subclavian_artery_left,21.28,20.52,0.76
Random_Drop_75,56,common_carotid_artery_right,21.86,20.91,0.95
Random_Drop_75,57,common_carotid_artery_left,23.89,20.35,3.54
Random_Drop_75,59,brachiocephalic_vein_right,19.19,18.43,0.76
Random_Drop_75,60,atrial_appendage_left,24.28,23.52,0.76
Random_Drop_75,61,superior_vena_cava,20.35,19.31,1.03
Random_Drop_75,62,inferior_vena_cava,22.38,22.53,-0.15
Random_Drop_75,63,portal_vein_and_splenic_vein,28.97,28.19,0.77
Random_Drop_75,64,iliac_artery_left,22.45,22.65,-0.2
Random_Drop_75,65,iliac_artery_right,20.71,21.15,-0.44
Random_Drop_75,66,iliac_vena_left,20.86,21.4,-0.54
Random_Drop_75,67,iliac_vena_right,19.03,19.85,-0.82
Random_Drop_75,68,humerus_left,32.05,32.43,-0.38
Random_Drop_75,69,humerus_right,32.04,31.36,0.68
Random_Drop_75,70,scapula_left,22.91,21.06,1.86
Random_Drop_75,71,scapula_right,23.5,20.06,3.44
Random_Drop_75,72,clavicula_left,24.36,23.77,0.59
Random_Drop_75,73,clavicula_right,26.48,23.88,2.61
Random_Drop_75,74,femur_left,25.97,24.72,1.25
Random_Drop_75,75,femur_right,25.35,23.83,1.52
Random_Drop_75,76,hip_left,20.89,21.03,-0.13
Random_Drop_75,77,hip_right,19.93,20.33,-0.39
Random_Drop_75,78,spinal_cord,19.89,19.72,0.17
Random_Drop_75,79,gluteus_maximus_left,23.94,23.7,0.23
Random_Drop_75,80,gluteus_maximus_right,22.53,22.52,0.01
Random_Drop_75,81,gluteus_medius_left,24.22,24.32,-0.1
Random_Drop_75,82,gluteus_medius_right,22.48,22.66,-0.17
Random_Drop_75,83,gluteus_minimus_left,22.72,23.38,-0.66
Random_Drop_75,84,gluteus_minimus_right,21.13,21.8,-0.67
Random_Drop_75,85,autochthon_left,19.09,18.89,0.2
Random_Drop_75,86,autochthon_right,19.68,19.35,0.33
Random_Drop_75,87,iliopsoas_left,22.43,22.62,-0.19
Random_Drop_75,88,iliopsoas_right,21.54,21.77,-0.23
Random_Drop_75,89,brain,44.09,43.22,0.87
Random_Drop_75,90,skull,65.69,64.43,1.26
Random_Drop_75,91,rib_left_1,19.45,19.15,0.3
Random_Drop_75,92,rib_left_2,21.73,21.45,0.28
Random_Drop_75,95,rib_left_5,24.34,23.84,0.5
Random_Drop_75,96,rib_left_6,23.67,23.01,0.65
Random_Drop_75,97,rib_left_7,24.21,23.63,0.57
Random_Drop_75,98,rib_left_8,24.76,23.51,1.24
Random_Drop_75,99,rib_left_9,24.58,23.2,1.39
Random_Drop_75,100,rib_left_10,24.15,23.39,0.76
Random_Drop_75,101,rib_left_11,23.9,23.18,0.72
Random_Drop_75,102,rib_left_12,24.16,23.27,0.88
Random_Drop_75,103,rib_right_1,19.11,18.08,1.04
Random_Drop_75,104,rib_right_2,19.91,19.15,0.77
Random_Drop_75,105,rib_right_3,23.9,20.74,3.16
Random_Drop_75,106,rib_right_4,23.92,23.46,0.46
Random_Drop_75,107,rib_right_5,22.4,22.09,0.31
Random_Drop_75,108,rib_right_6,23.29,22.45,0.84
Random_Drop_75,109,rib_right_7,25.18,24.33,0.84
Random_Drop_75,110,rib_right_8,25.7,24.74,0.97
Random_Drop_75,111,rib_right_9,24.83,23.87,0.96
Random_Drop_75,112,rib_right_10,24.35,23.79,0.56
Random_Drop_75,113,rib_right_11,23.22,22.67,0.54
Random_Drop_75,114,rib_right_12,23.35,23.23,0.12
Random_Drop_75,115,sternum,19.07,17.9,1.18
Random_Drop_75,116,costal_cartilages,20.42,19.45,0.97
